Worm number,Experiment Name,Plate ID,Well Location,Dosage,Strain,Any worm detected,Last day of observation,Last day of health,Manual Censor,Runoff Censor inital,Runoff Censor experiment,Potentially still alive,Death Detected
48,Glycoproteins_005,2LS118-1_1,48,Control,n2,1,18,15,0,0,0,0,1
49,Glycoproteins_005,2LS118-1_1,49,Control,n2,1,17,12,0,0,0,0,1
50,Glycoproteins_005,2LS118-1_1,50,Control,n2,1,6,6,0,0,0,0,1
51,Glycoproteins_005,2LS118-1_1,51,Control,n2,1,24,17,0,0,0,0,1
52,Glycoproteins_005,2LS118-1_1,52,Control,n2,1,8,7,0,0,0,0,1
53,Glycoproteins_005,2LS118-1_1,53,Control,n2,1,22,19,0,0,0,0,1
54,Glycoproteins_005,2LS118-1_1,54,Control,n2,1,18,13,0,0,0,0,1
55,Glycoproteins_005,2LS118-1_1,55,Control,n2,1,16,14,0,0,0,0,1
56,Glycoproteins_005,2LS118-1_1,56,Control,n2,1,12,10,0,0,0,0,1
57,Glycoproteins_005,2LS118-1_1,57,Control,n2,1,21,21,0,0,1,0,0
58,Glycoproteins_005,2LS118-1_1,58,Control,n2,1,20,15,0,0,0,0,1
59,Glycoproteins_005,2LS118-1_1,59,Control,n2,1,22,15,0,0,0,0,1
60,Glycoproteins_005,2LS118-1_1,60,Control,n2,1,19,17,0,0,0,0,1
61,Glycoproteins_005,2LS118-1_1,61,0.1uM 2LS118-1,n2,1,12,10,0,0,0,0,1
62,Glycoproteins_005,2LS118-1_1,62,0.1uM 2LS118-1,n2,1,19,16,0,0,0,0,1
63,Glycoproteins_005,2LS118-1_1,63,0.1uM 2LS118-1,n2,1,27,24,0,0,0,0,1
64,Glycoproteins_005,2LS118-1_1,64,0.1uM 2LS118-1,n2,1,14,11,0,0,0,0,1
65,Glycoproteins_005,2LS118-1_1,65,0.1uM 2LS118-1,n2,1,3,0,0,1,0,0,0
66,Glycoproteins_005,2LS118-1_1,66,0.1uM 2LS118-1,n2,1,21,19,0,0,0,0,1
67,Glycoproteins_005,2LS118-1_1,67,0.1uM 2LS118-1,n2,1,6,6,0,0,0,0,1
68,Glycoproteins_005,2LS118-1_1,68,0.1uM 2LS118-1,n2,1,29,20,0,0,0,0,1
69,Glycoproteins_005,2LS118-1_1,69,0.1uM 2LS118-1,n2,1,21,21,0,0,1,0,0
70,Glycoproteins_005,2LS118-1_1,70,0.1uM 2LS118-1,n2,1,20,19,0,0,0,0,1
71,Glycoproteins_005,2LS118-1_1,71,0.1uM 2LS118-1,n2,1,22,16,0,0,0,0,1
72,Glycoproteins_005,2LS118-1_1,72,0.1uM 2LS118-1,n2,1,14,10,0,0,0,0,1
73,Glycoproteins_005,2LS118-1_1,73,0.1uM 2LS118-1,n2,1,3,0,0,1,0,0,0
74,Glycoproteins_005,2LS118-1_1,74,0.1uM 2LS118-1,n2,1,22,20,0,0,0,0,1
75,Glycoproteins_005,2LS118-1_1,75,0.1uM 2LS118-1,n2,1,15,13,0,0,0,0,1
76,Glycoproteins_005,2LS118-1_1,76,0.1uM 2LS118-1,n2,1,10,10,0,0,1,0,0
77,Glycoproteins_005,2LS118-1_1,77,0.1uM 2LS118-1,n2,1,13,12,0,0,0,0,1
78,Glycoproteins_005,2LS118-1_1,78,0.1uM 2LS118-1,n2,1,16,15,0,0,0,0,1
79,Glycoproteins_005,2LS118-1_1,79,0.1uM 2LS118-1,n2,1,17,15,0,0,0,0,1
80,Glycoproteins_005,2LS118-1_1,80,0.1uM 2LS118-1,n2,1,25,21,0,0,0,0,1
81,Glycoproteins_005,2LS118-1_1,81,0.1uM 2LS118-1,n2,1,6,5,0,0,0,0,1
82,Glycoproteins_005,2LS118-1_1,82,0.1uM 2LS118-1,n2,1,8,8,0,0,1,0,0
83,Glycoproteins_005,2LS118-1_1,83,0.1uM 2LS118-1,n2,1,18,18,0,0,1,0,0
84,Glycoproteins_005,2LS118-1_1,84,0.1uM 2LS118-1,n2,1,16,14,0,0,0,0,1
85,Glycoproteins_005,2LS118-1_1,85,0.1uM 2LS118-1,n2,1,14,9,0,0,0,0,1
86,Glycoproteins_005,2LS118-1_1,86,0.1uM 2LS118-1,n2,1,14,12,0,0,0,0,1
87,Glycoproteins_005,2LS118-1_1,87,0.1uM 2LS118-1,n2,1,20,15,0,0,0,0,1
88,Glycoproteins_005,2LS118-1_1,88,0.1uM 2LS118-1,n2,1,17,13,0,0,0,0,1
89,Glycoproteins_005,2LS118-1_1,89,0.1uM 2LS118-1,n2,1,20,17,0,0,0,0,1
90,Glycoproteins_005,2LS118-1_1,90,0.1uM 2LS118-1,n2,1,7,6,0,0,0,0,1
91,Glycoproteins_005,2LS118-1_1,91,0.1uM 2LS118-1,n2,1,23,17,0,0,0,0,1
92,Glycoproteins_005,2LS118-1_1,92,0.1uM 2LS118-1,n2,1,18,11,0,0,0,0,1
93,Glycoproteins_005,2LS118-1_1,93,0.1uM 2LS118-1,n2,1,6,5,0,0,0,0,1
94,Glycoproteins_005,2LS118-1_1,94,0.1uM 2LS118-1,n2,1,10,9,0,0,0,0,1
95,Glycoproteins_005,2LS118-1_1,95,0.1uM 2LS118-1,n2,1,3,0,0,1,0,0,0
96,Glycoproteins_005,2LS118-1_1,96,0.1uM 2LS118-1,n2,1,22,18,0,0,0,0,1
97,Glycoproteins_005,2LS118-1_1,97,0.1uM 2LS118-1,n2,1,12,11,0,0,0,0,1
98,Glycoproteins_005,2LS118-1_1,98,0.1uM 2LS118-1,n2,1,17,14,0,0,0,0,1
99,Glycoproteins_005,2LS118-1_1,99,0.1uM 2LS118-1,n2,1,25,20,0,0,0,0,1
100,Glycoproteins_005,2LS118-1_1,100,0.1uM 2LS118-1,n2,1,7,5,0,0,0,0,1
101,Glycoproteins_005,2LS118-1_1,101,0.1uM 2LS118-1,n2,1,5,4,0,0,0,0,1
102,Glycoproteins_005,2LS118-1_1,102,0.1uM 2LS118-1,n2,1,7,4,0,0,0,0,1
103,Glycoproteins_005,2LS118-1_1,103,0.1uM 2LS118-1,n2,1,7,6,0,0,0,0,1
104,Glycoproteins_005,2LS118-1_1,104,0.1uM 2LS118-1,n2,1,6,5,0,0,0,0,1
105,Glycoproteins_005,2LS118-1_1,105,0.1uM 2LS118-1,n2,1,19,21,0,0,0,0,1
106,Glycoproteins_005,2LS118-1_1,106,0.1uM 2LS118-1,n2,1,16,13,0,0,0,0,1
107,Glycoproteins_005,2LS118-1_1,107,0.1uM 2LS118-1,n2,1,17,14,0,0,0,0,1
108,Glycoproteins_005,2LS118-1_1,108,0.1uM 2LS118-1,n2,1,20,18,0,0,0,0,1
109,Glycoproteins_005,2LS118-1_1,109,0.1uM 2LS118-1,n2,1,20,20,0,0,1,0,0
110,Glycoproteins_005,2LS118-1_1,110,0.1uM 2LS118-1,n2,1,19,11,0,0,0,0,1
111,Glycoproteins_005,2LS118-1_1,111,0.1uM 2LS118-1,n2,1,18,14,0,0,0,0,1
112,Glycoproteins_005,2LS118-1_1,112,0.1uM 2LS118-1,n2,1,25,22,0,0,0,0,1
113,Glycoproteins_005,2LS118-1_1,113,0.1uM 2LS118-1,n2,1,3,3,0,0,1,0,0
114,Glycoproteins_005,2LS118-1_1,114,0.1uM 2LS118-1,n2,1,6,5,0,0,0,0,1
115,Glycoproteins_005,2LS118-1_1,115,0.1uM 2LS118-1,n2,1,4,5,0,0,0,0,1
116,Glycoproteins_005,2LS118-1_1,116,0.1uM 2LS118-1,n2,1,4,4,0,0,1,0,0
117,Glycoproteins_005,2LS118-1_1,117,0.1uM 2LS118-1,n2,1,4,10,0,0,0,0,1
118,Glycoproteins_005,2LS118-1_1,118,0.1uM 2LS118-1,n2,1,12,11,0,0,0,0,1
119,Glycoproteins_005,2LS118-1_1,119,0.1uM 2LS118-1,n2,0,1,0,0,1,0,0,0
120,Glycoproteins_005,2LS118-1_1,120,0.1uM 2LS118-1,n2,1,23,18,0,0,0,0,1
121,Glycoproteins_005,2LS118-1_1,121,1uM 2LS118-1,n2,1,7,7,0,0,1,0,0
122,Glycoproteins_005,2LS118-1_1,122,1uM 2LS118-1,n2,1,16,11,0,0,0,0,1
123,Glycoproteins_005,2LS118-1_1,123,1uM 2LS118-1,n2,1,18,13,0,0,0,0,1
124,Glycoproteins_005,2LS118-1_1,124,1uM 2LS118-1,n2,1,6,6,0,0,1,0,0
125,Glycoproteins_005,2LS118-1_1,125,1uM 2LS118-1,n2,1,10,8,0,0,0,0,1
126,Glycoproteins_005,2LS118-1_1,126,1uM 2LS118-1,n2,1,21,12,0,0,0,0,1
127,Glycoproteins_005,2LS118-1_1,127,1uM 2LS118-1,n2,1,6,15,0,0,0,0,1
128,Glycoproteins_005,2LS118-1_1,128,1uM 2LS118-1,n2,1,23,16,0,0,0,0,1
129,Glycoproteins_005,2LS118-1_1,129,1uM 2LS118-1,n2,1,10,8,0,0,0,0,1
130,Glycoproteins_005,2LS118-1_1,130,1uM 2LS118-1,n2,1,14,13,0,0,0,0,1
131,Glycoproteins_005,2LS118-1_1,131,1uM 2LS118-1,n2,1,1,3,0,0,0,0,1
132,Glycoproteins_005,2LS118-1_1,132,1uM 2LS118-1,n2,1,11,10,0,0,0,0,1
133,Glycoproteins_005,2LS118-1_1,133,1uM 2LS118-1,n2,1,5,4,0,0,0,0,1
134,Glycoproteins_005,2LS118-1_1,134,1uM 2LS118-1,n2,1,14,11,0,0,0,0,1
135,Glycoproteins_005,2LS118-1_1,135,1uM 2LS118-1,n2,1,23,20,0,0,0,0,1
136,Glycoproteins_005,2LS118-1_1,136,1uM 2LS118-1,n2,1,18,15,0,0,0,0,1
137,Glycoproteins_005,2LS118-1_1,137,1uM 2LS118-1,n2,1,7,6,0,0,0,0,1
138,Glycoproteins_005,2LS118-1_1,138,1uM 2LS118-1,n2,1,16,11,0,0,0,0,1
139,Glycoproteins_005,2LS118-1_1,139,1uM 2LS118-1,n2,1,29,24,0,0,0,0,1
140,Glycoproteins_005,2LS118-1_1,140,1uM 2LS118-1,n2,1,25,20,0,0,0,0,1
141,Glycoproteins_005,2LS118-1_1,141,1uM 2LS118-1,n2,1,23,20,0,0,0,0,1
142,Glycoproteins_005,2LS118-1_1,142,1uM 2LS118-1,n2,1,6,5,0,0,0,0,1
143,Glycoproteins_005,2LS118-1_1,143,1uM 2LS118-1,n2,1,25,17,0,0,0,0,1
144,Glycoproteins_005,2LS118-1_1,144,1uM 2LS118-1,n2,1,14,12,0,0,0,0,1
145,Glycoproteins_005,2LS118-1_1,145,1uM 2LS118-1,n2,1,18,13,0,0,0,0,1
146,Glycoproteins_005,2LS118-1_1,146,1uM 2LS118-1,n2,1,19,16,0,0,0,0,1
147,Glycoproteins_005,2LS118-1_1,147,1uM 2LS118-1,n2,1,18,10,0,0,0,0,1
148,Glycoproteins_005,2LS118-1_1,148,1uM 2LS118-1,n2,1,22,19,0,0,0,0,1
149,Glycoproteins_005,2LS118-1_1,149,1uM 2LS118-1,n2,0,3,0,0,1,0,0,0
150,Glycoproteins_005,2LS118-1_1,150,1uM 2LS118-1,n2,1,22,17,0,0,0,0,1
151,Glycoproteins_005,2LS118-1_1,151,1uM 2LS118-1,n2,1,6,6,0,0,0,0,1
152,Glycoproteins_005,2LS118-1_1,152,1uM 2LS118-1,n2,1,19,17,0,0,0,0,1
153,Glycoproteins_005,2LS118-1_1,153,1uM 2LS118-1,n2,1,8,7,0,0,0,0,1
154,Glycoproteins_005,2LS118-1_1,154,1uM 2LS118-1,n2,1,21,18,0,0,0,0,1
155,Glycoproteins_005,2LS118-1_1,155,1uM 2LS118-1,n2,1,7,6,0,0,0,0,1
156,Glycoproteins_005,2LS118-1_1,156,1uM 2LS118-1,n2,1,14,12,0,0,0,0,1
157,Glycoproteins_005,2LS118-1_1,157,1uM 2LS118-1,n2,1,7,5,0,0,0,0,1
158,Glycoproteins_005,2LS118-1_1,158,1uM 2LS118-1,n2,1,19,11,0,0,0,0,1
159,Glycoproteins_005,2LS118-1_1,159,1uM 2LS118-1,n2,0,1,0,0,1,0,0,0
160,Glycoproteins_005,2LS118-1_1,160,1uM 2LS118-1,n2,1,19,17,0,0,0,0,1
161,Glycoproteins_005,2LS118-1_1,161,1uM 2LS118-1,n2,1,12,12,0,0,1,0,0
162,Glycoproteins_005,2LS118-1_1,162,1uM 2LS118-1,n2,1,16,16,0,0,0,0,1
163,Glycoproteins_005,2LS118-1_1,163,1uM 2LS118-1,n2,1,22,19,0,0,0,0,1
164,Glycoproteins_005,2LS118-1_1,164,1uM 2LS118-1,n2,1,14,13,0,0,0,0,1
165,Glycoproteins_005,2LS118-1_1,165,1uM 2LS118-1,n2,1,20,17,0,0,0,0,1
166,Glycoproteins_005,2LS118-1_1,166,1uM 2LS118-1,n2,1,17,14,0,0,0,0,1
167,Glycoproteins_005,2LS118-1_1,167,1uM 2LS118-1,n2,1,16,12,0,0,0,0,1
168,Glycoproteins_005,2LS118-1_1,168,1uM 2LS118-1,n2,1,16,12,0,0,0,0,1
169,Glycoproteins_005,2LS118-1_1,169,1uM 2LS118-1,n2,1,7,6,0,0,0,0,1
170,Glycoproteins_005,2LS118-1_1,170,1uM 2LS118-1,n2,1,17,14,0,0,0,0,1
171,Glycoproteins_005,2LS118-1_1,171,1uM 2LS118-1,n2,1,7,7,0,0,0,0,1
172,Glycoproteins_005,2LS118-1_1,172,1uM 2LS118-1,n2,1,19,15,0,0,0,0,1
173,Glycoproteins_005,2LS118-1_1,173,1uM 2LS118-1,n2,1,22,20,0,0,0,0,1
174,Glycoproteins_005,2LS118-1_1,174,1uM 2LS118-1,n2,1,14,14,0,0,1,0,0
175,Glycoproteins_005,2LS118-1_1,175,1uM 2LS118-1,n2,1,18,15,0,0,0,0,1
176,Glycoproteins_005,2LS118-1_1,176,1uM 2LS118-1,n2,1,16,13,0,0,0,0,1
177,Glycoproteins_005,2LS118-1_1,177,1uM 2LS118-1,n2,1,19,15,0,0,0,0,1
178,Glycoproteins_005,2LS118-1_1,178,1uM 2LS118-1,n2,1,7,5,0,0,0,0,1
179,Glycoproteins_005,2LS118-1_1,179,1uM 2LS118-1,n2,1,9,8,0,0,0,0,1
180,Glycoproteins_005,2LS118-1_1,180,1uM 2LS118-1,n2,1,21,15,0,0,0,0,1
181,Glycoproteins_005,2LS118-1_1,181,10uM 2LS118-1,n2,1,19,19,0,0,0,0,1
182,Glycoproteins_005,2LS118-1_1,182,10uM 2LS118-1,n2,1,18,16,0,0,0,0,1
183,Glycoproteins_005,2LS118-1_1,183,10uM 2LS118-1,n2,1,23,17,0,0,0,0,1
184,Glycoproteins_005,2LS118-1_1,184,10uM 2LS118-1,n2,1,21,20,0,0,0,0,1
185,Glycoproteins_005,2LS118-1_1,185,10uM 2LS118-1,n2,1,12,11,0,0,0,0,1
186,Glycoproteins_005,2LS118-1_1,186,10uM 2LS118-1,n2,1,17,13,0,0,0,0,1
187,Glycoproteins_005,2LS118-1_1,187,10uM 2LS118-1,n2,1,14,14,0,0,0,0,1
188,Glycoproteins_005,2LS118-1_1,188,10uM 2LS118-1,n2,1,11,11,0,0,1,0,0
189,Glycoproteins_005,2LS118-1_1,189,10uM 2LS118-1,n2,1,16,14,0,0,0,0,1
190,Glycoproteins_005,2LS118-1_1,190,10uM 2LS118-1,n2,1,9,8,0,0,0,0,1
191,Glycoproteins_005,2LS118-1_1,191,10uM 2LS118-1,n2,1,16,12,0,0,0,0,1
192,Glycoproteins_005,2LS118-1_1,192,10uM 2LS118-1,n2,1,11,11,0,0,1,0,0
193,Glycoproteins_005,2LS118-1_1,193,10uM 2LS118-1,n2,1,12,12,0,0,1,0,0
194,Glycoproteins_005,2LS118-1_1,194,10uM 2LS118-1,n2,1,16,15,0,0,0,0,1
195,Glycoproteins_005,2LS118-1_1,195,10uM 2LS118-1,n2,1,20,12,0,0,0,0,1
196,Glycoproteins_005,2LS118-1_1,196,10uM 2LS118-1,n2,1,14,11,0,0,0,0,1
197,Glycoproteins_005,2LS118-1_1,197,10uM 2LS118-1,n2,1,17,12,0,0,0,0,1
198,Glycoproteins_005,2LS118-1_1,198,10uM 2LS118-1,n2,1,18,16,0,0,0,0,1
199,Glycoproteins_005,2LS118-1_1,199,10uM 2LS118-1,n2,1,14,10,0,0,0,0,1
200,Glycoproteins_005,2LS118-1_1,200,10uM 2LS118-1,n2,1,20,21,0,0,0,0,1
201,Glycoproteins_005,2LS118-1_1,201,10uM 2LS118-1,n2,1,15,14,0,0,0,0,1
202,Glycoproteins_005,2LS118-1_1,202,10uM 2LS118-1,n2,1,17,14,0,0,0,0,1
203,Glycoproteins_005,2LS118-1_1,203,10uM 2LS118-1,n2,1,16,15,0,0,0,0,1
204,Glycoproteins_005,2LS118-1_1,204,10uM 2LS118-1,n2,1,20,17,0,0,0,0,1
205,Glycoproteins_005,2LS118-1_1,205,10uM 2LS118-1,n2,1,13,13,0,0,1,0,0
206,Glycoproteins_005,2LS118-1_1,206,10uM 2LS118-1,n2,1,7,5,0,0,0,0,1
207,Glycoproteins_005,2LS118-1_1,207,10uM 2LS118-1,n2,1,7,5,0,0,0,0,1
208,Glycoproteins_005,2LS118-1_1,208,10uM 2LS118-1,n2,1,11,11,0,0,0,0,1
209,Glycoproteins_005,2LS118-1_1,209,10uM 2LS118-1,n2,1,17,13,0,0,0,0,1
210,Glycoproteins_005,2LS118-1_1,210,10uM 2LS118-1,n2,1,14,13,0,0,0,0,1
211,Glycoproteins_005,2LS118-1_1,211,10uM 2LS118-1,n2,1,19,16,0,0,0,0,1
212,Glycoproteins_005,2LS118-1_1,212,10uM 2LS118-1,n2,1,19,14,0,0,0,0,1
213,Glycoproteins_005,2LS118-1_1,213,10uM 2LS118-1,n2,1,9,8,0,0,0,0,1
214,Glycoproteins_005,2LS118-1_1,214,10uM 2LS118-1,n2,1,16,12,0,0,0,0,1
215,Glycoproteins_005,2LS118-1_1,215,10uM 2LS118-1,n2,1,14,12,0,0,0,0,1
216,Glycoproteins_005,2LS118-1_1,216,10uM 2LS118-1,n2,1,18,15,0,0,0,0,1
217,Glycoproteins_005,2LS118-1_1,217,10uM 2LS118-1,n2,1,14,14,0,0,1,0,0
218,Glycoproteins_005,2LS118-1_1,218,10uM 2LS118-1,n2,1,14,13,0,0,0,0,1
219,Glycoproteins_005,2LS118-1_1,219,10uM 2LS118-1,n2,1,6,6,0,0,1,0,0
220,Glycoproteins_005,2LS118-1_1,220,10uM 2LS118-1,n2,1,29,18,0,0,0,0,1
221,Glycoproteins_005,2LS118-1_1,221,10uM 2LS118-1,n2,1,14,13,0,0,0,0,1
222,Glycoproteins_005,2LS118-1_1,222,10uM 2LS118-1,n2,1,17,16,0,0,0,0,1
223,Glycoproteins_005,2LS118-1_1,223,10uM 2LS118-1,n2,1,1,0,0,1,0,0,0
224,Glycoproteins_005,2LS118-1_1,224,10uM 2LS118-1,n2,1,21,14,0,0,0,0,1
225,Glycoproteins_005,2LS118-1_1,225,10uM 2LS118-1,n2,1,12,16,0,0,0,0,1
226,Glycoproteins_005,2LS118-1_1,226,10uM 2LS118-1,n2,1,20,19,0,0,0,0,1
227,Glycoproteins_005,2LS118-1_1,227,10uM 2LS118-1,n2,1,16,12,0,0,0,0,1
228,Glycoproteins_005,2LS118-1_1,228,10uM 2LS118-1,n2,1,6,13,0,0,0,0,1
229,Glycoproteins_005,2LS118-1_1,229,10uM 2LS118-1,n2,1,8,11,0,0,0,0,1
230,Glycoproteins_005,2LS118-1_1,230,10uM 2LS118-1,n2,1,6,6,0,0,0,0,1
231,Glycoproteins_005,2LS118-1_1,231,10uM 2LS118-1,n2,1,19,17,0,0,0,0,1
232,Glycoproteins_005,2LS118-1_1,232,10uM 2LS118-1,n2,1,16,15,0,0,0,0,1
233,Glycoproteins_005,2LS118-1_1,233,10uM 2LS118-1,n2,1,16,15,0,0,0,0,1
234,Glycoproteins_005,2LS118-1_1,234,10uM 2LS118-1,n2,1,14,13,0,0,0,0,1
235,Glycoproteins_005,2LS118-1_1,235,10uM 2LS118-1,n2,1,12,13,0,0,0,0,1
236,Glycoproteins_005,2LS118-1_1,236,10uM 2LS118-1,n2,1,7,7,0,0,0,0,1
237,Glycoproteins_005,2LS118-1_1,237,10uM 2LS118-1,n2,1,16,16,0,0,0,0,1
238,Glycoproteins_005,2LS118-1_1,238,10uM 2LS118-1,n2,1,14,12,0,0,0,0,1
239,Glycoproteins_005,2LS118-1_1,239,10uM 2LS118-1,n2,1,10,9,0,0,0,0,1
240,Glycoproteins_005,2LS118-1_1,240,10uM 2LS118-1,n2,0,9,0,0,1,0,0,0
241,Glycoproteins_005,2LS118-1_2,1,0.1uM 2LS118-1,n2,1,9,9,0,0,0,0,1
242,Glycoproteins_005,2LS118-1_2,2,0.1uM 2LS118-1,n2,1,13,16,0,0,0,0,1
243,Glycoproteins_005,2LS118-1_2,3,0.1uM 2LS118-1,n2,0,1,0,0,1,0,0,0
244,Glycoproteins_005,2LS118-1_2,4,0.1uM 2LS118-1,n2,1,11,12,0,0,0,0,1
245,Glycoproteins_005,2LS118-1_2,5,0.1uM 2LS118-1,n2,1,12,11,0,0,0,0,1
246,Glycoproteins_005,2LS118-1_2,6,0.1uM 2LS118-1,n2,1,15,14,0,0,0,0,1
247,Glycoproteins_005,2LS118-1_2,7,0.1uM 2LS118-1,n2,1,9,9,0,0,0,0,1
248,Glycoproteins_005,2LS118-1_2,8,0.1uM 2LS118-1,n2,1,20,19,0,0,0,0,1
249,Glycoproteins_005,2LS118-1_2,9,0.1uM 2LS118-1,n2,1,18,15,0,0,0,0,1
250,Glycoproteins_005,2LS118-1_2,10,0.1uM 2LS118-1,n2,1,12,18,0,0,0,0,1
251,Glycoproteins_005,2LS118-1_2,11,0.1uM 2LS118-1,n2,1,5,5,0,0,0,0,1
252,Glycoproteins_005,2LS118-1_2,12,0.1uM 2LS118-1,n2,1,11,10,0,0,0,0,1
253,Glycoproteins_005,2LS118-1_2,13,0.1uM 2LS118-1,n2,1,12,12,0,0,0,0,1
254,Glycoproteins_005,2LS118-1_2,14,0.1uM 2LS118-1,n2,1,14,13,0,0,0,0,1
255,Glycoproteins_005,2LS118-1_2,15,0.1uM 2LS118-1,n2,1,19,16,0,0,0,0,1
256,Glycoproteins_005,2LS118-1_2,16,0.1uM 2LS118-1,n2,1,19,16,0,0,0,0,1
257,Glycoproteins_005,2LS118-1_2,17,0.1uM 2LS118-1,n2,1,20,18,0,0,0,0,1
258,Glycoproteins_005,2LS118-1_2,18,0.1uM 2LS118-1,n2,1,25,16,0,0,0,0,1
259,Glycoproteins_005,2LS118-1_2,19,0.1uM 2LS118-1,n2,1,16,12,0,0,0,0,1
260,Glycoproteins_005,2LS118-1_2,20,0.1uM 2LS118-1,n2,1,18,14,0,0,0,0,1
261,Glycoproteins_005,2LS118-1_2,21,0.1uM 2LS118-1,n2,1,15,14,0,0,0,0,1
262,Glycoproteins_005,2LS118-1_2,22,0.1uM 2LS118-1,n2,1,11,11,0,0,0,0,1
263,Glycoproteins_005,2LS118-1_2,23,0.1uM 2LS118-1,n2,1,12,12,0,0,0,0,1
264,Glycoproteins_005,2LS118-1_2,24,0.1uM 2LS118-1,n2,1,18,18,0,0,0,0,1
265,Glycoproteins_005,2LS118-1_2,25,0.1uM 2LS118-1,n2,1,11,10,0,0,0,0,1
266,Glycoproteins_005,2LS118-1_2,26,0.1uM 2LS118-1,n2,1,1,0,0,1,0,0,0
267,Glycoproteins_005,2LS118-1_2,27,0.1uM 2LS118-1,n2,1,23,19,0,0,0,0,1
268,Glycoproteins_005,2LS118-1_2,28,0.1uM 2LS118-1,n2,1,21,19,0,0,0,0,1
269,Glycoproteins_005,2LS118-1_2,29,0.1uM 2LS118-1,n2,1,23,21,0,0,0,0,1
270,Glycoproteins_005,2LS118-1_2,30,0.1uM 2LS118-1,n2,1,15,11,0,0,0,0,1
271,Glycoproteins_005,2LS118-1_2,31,0.1uM 2LS118-1,n2,1,19,29,0,0,0,0,1
272,Glycoproteins_005,2LS118-1_2,32,0.1uM 2LS118-1,n2,1,20,15,0,0,0,0,1
273,Glycoproteins_005,2LS118-1_2,33,0.1uM 2LS118-1,n2,1,29,26,0,0,0,0,1
274,Glycoproteins_005,2LS118-1_2,34,0.1uM 2LS118-1,n2,1,21,21,0,0,0,0,1
275,Glycoproteins_005,2LS118-1_2,35,0.1uM 2LS118-1,n2,1,18,16,0,0,0,0,1
276,Glycoproteins_005,2LS118-1_2,36,0.1uM 2LS118-1,n2,1,12,12,0,0,1,0,0
277,Glycoproteins_005,2LS118-1_2,37,0.1uM 2LS118-1,n2,1,11,11,0,0,0,0,1
278,Glycoproteins_005,2LS118-1_2,38,0.1uM 2LS118-1,n2,1,15,14,0,0,0,0,1
279,Glycoproteins_005,2LS118-1_2,39,0.1uM 2LS118-1,n2,1,12,12,0,0,0,0,1
280,Glycoproteins_005,2LS118-1_2,40,0.1uM 2LS118-1,n2,1,17,11,0,0,0,0,1
281,Glycoproteins_005,2LS118-1_2,41,0.1uM 2LS118-1,n2,1,9,9,0,0,1,0,0
282,Glycoproteins_005,2LS118-1_2,42,0.1uM 2LS118-1,n2,1,17,16,0,0,0,0,1
283,Glycoproteins_005,2LS118-1_2,43,0.1uM 2LS118-1,n2,1,18,14,0,0,0,0,1
284,Glycoproteins_005,2LS118-1_2,44,0.1uM 2LS118-1,n2,0,1,0,0,1,0,0,0
285,Glycoproteins_005,2LS118-1_2,45,0.1uM 2LS118-1,n2,1,21,19,0,0,0,0,1
286,Glycoproteins_005,2LS118-1_2,46,0.1uM 2LS118-1,n2,1,14,12,0,0,0,0,1
287,Glycoproteins_005,2LS118-1_2,47,0.1uM 2LS118-1,n2,1,16,15,0,0,0,0,1
288,Glycoproteins_005,2LS118-1_2,48,0.1uM 2LS118-1,n2,1,11,11,0,0,0,0,1
289,Glycoproteins_005,2LS118-1_2,49,0.1uM 2LS118-1,n2,1,10,10,0,0,0,0,1
290,Glycoproteins_005,2LS118-1_2,50,0.1uM 2LS118-1,n2,1,19,13,0,0,0,0,1
291,Glycoproteins_005,2LS118-1_2,51,0.1uM 2LS118-1,n2,1,22,12,0,0,0,0,1
292,Glycoproteins_005,2LS118-1_2,52,0.1uM 2LS118-1,n2,1,20,17,0,0,0,0,1
293,Glycoproteins_005,2LS118-1_2,53,0.1uM 2LS118-1,n2,1,13,13,0,0,0,0,1
294,Glycoproteins_005,2LS118-1_2,54,0.1uM 2LS118-1,n2,1,16,16,0,0,1,0,0
295,Glycoproteins_005,2LS118-1_2,55,0.1uM 2LS118-1,n2,1,23,22,0,0,0,0,1
296,Glycoproteins_005,2LS118-1_2,56,0.1uM 2LS118-1,n2,1,19,20,0,0,0,0,1
297,Glycoproteins_005,2LS118-1_2,57,0.1uM 2LS118-1,n2,1,14,12,0,0,0,0,1
298,Glycoproteins_005,2LS118-1_2,58,0.1uM 2LS118-1,n2,1,19,18,0,0,0,0,1
299,Glycoproteins_005,2LS118-1_2,59,0.1uM 2LS118-1,n2,0,1,0,0,1,0,0,0
300,Glycoproteins_005,2LS118-1_2,60,0.1uM 2LS118-1,n2,1,11,10,0,0,0,0,1
301,Glycoproteins_005,2LS118-1_2,61,1uM 2LS118-1,n2,1,22,13,0,0,0,0,1
302,Glycoproteins_005,2LS118-1_2,62,1uM 2LS118-1,n2,1,22,16,0,0,0,0,1
303,Glycoproteins_005,2LS118-1_2,63,1uM 2LS118-1,n2,1,18,11,0,0,0,0,1
304,Glycoproteins_005,2LS118-1_2,64,1uM 2LS118-1,n2,1,16,18,0,0,0,0,1
305,Glycoproteins_005,2LS118-1_2,65,1uM 2LS118-1,n2,1,10,10,0,0,0,0,1
306,Glycoproteins_005,2LS118-1_2,66,1uM 2LS118-1,n2,1,21,16,0,0,0,0,1
